Word,Furigana,Romaji,JLPT,Hinshi,Indonesia Meaning
以上,いじょう,ijou,JLPT N4,Adverbial noun,tidak kurang dari; ... dan lebih
以下,いか,ika,JLPT N4,Noun,tidak melebihi; dan ke bawah
意見,いけん,iken,JLPT N4,Noun,opini; pandangan
以内,いない,inai,JLPT N4,Noun,di dalam; di dalam
田舎,いなか,inaka,JLPT N4,Noun,daerah pedesaan; daerah terpencil
一杯,いっぱい,ippai,JLPT N4,Na-adjective,"jumlah yang dibutuhkan untuk mengisi wadah (misalnya secangkir, sesendok, dll.); minuman (biasanya beralkohol)"
石,いし,ishi,JLPT N4,Noun,batu
一生懸命,いっしょうけんめい,isshoukenmei,JLPT N4,Na-adjective,sangat sulit; dengan upaya semaksimal mungkin
糸,いと,ito,JLPT N4,Noun,benang; tali
ジャム,ジャム,jamu,JLPT N4,Noun,selai
字,じ,ji,JLPT N4,Noun,karakter (yaitu kanji)
時代,じだい,jidai,JLPT N4,Temporal noun,periode; zaman
事故,じこ,jiko,JLPT N4,Noun,kecelakaan; insiden
事務所,じむしょ,jimusho,JLPT N4,Noun,kantor
神社,じんじゃ,jinja,JLPT N4,Noun,Kuil Shinto
人口,じんこう,jinkou,JLPT N4,Noun,populasi
地震,じしん,jishin,JLPT N4,Noun,gempa bumi
辞典,じてん,jiten,JLPT N4,Noun,kamus
自由,じゆう,jiyuu,JLPT N4,Expression,kebebasan; kemerdekaan
女性,じょせい,josei,JLPT N4,Noun,wanita; perempuan
十分,じゅうぶん,juubun,JLPT N4,Na-adjective,banyak; cukup
柔道,じゅうどう,juudou,JLPT N4,Noun,judo
住所,じゅうしょ,juusho,JLPT N4,Noun,alamat (misalnya alamat rumah); tempat tinggal
カーテン,カーテン,ka-ten,JLPT N4,Noun,tirai; gorden
壁,かべ,kabe,JLPT N4,Noun,dinding; partisi
課長,かちょう,kachou,JLPT N4,Noun,manajer seksi; kepala seksi
帰り,かえり,kaeri,JLPT N4,Noun,kembali; pulang
科学,かがく,kagaku,JLPT N4,Noun,sains
鏡,かがみ,kagami,JLPT N4,Noun,cermin; kaca
海岸,かいがん,kaigan,JLPT N4,Noun,pesisir; pantai
会議,かいぎ,kaigi,JLPT N4,Noun,pertemuan; konferensi
会議室,かいぎしつ,kaigishitsu,JLPT N4,Noun,ruang konferensi; ruang dewan
会場,かいじょう,kaijou,JLPT N4,Noun,aula pertemuan; tempat rapat
会話,かいわ,kaiwa,JLPT N4,Noun,percakapan
火事,かじ,kaji,JLPT N4,Noun,api; kebakaran besar
髪,かみ,kami,JLPT N4,Noun,rambut (di kepala)
家内,かない,kanai,JLPT N4,Noun,(istriku
必ず,かならず,kanarazu,JLPT N4,Adverb,selalu; tanpa kecuali
悲しい,かなしい,kanashii,JLPT N4,I-adjective,sedih; berduka
看護師,かんごし,kangoshi,JLPT N4,Noun,Perawat (rumah sakit); perawat terdaftar
関係,かんけい,kankei,JLPT N4,Noun,hubungan; relasi
彼女,かのじょ,kanojo,JLPT N4,Pronoun,dia (perempuan); miliknya
簡単,かんたん,kantan,JLPT N4,Na-adjective,sederhana; mudah
形,かたち,katachi,JLPT N4,Noun,bentuk; rupa
硬い,かたい,katai,JLPT N4,I-adjective,keras; padat
代わり,かわり,kawari,JLPT N4,Noun,pengganti; penggantian
毛,け,ke,JLPT N4,Noun,rambut
ケーキ,ケーキ,ke-ki,JLPT N4,Noun,kue
けど,けど,kedo,JLPT N4,Conjunction,tetapi; namun
警察,けいさつ,keisatsu,JLPT N4,Noun,POLISI
経済,けいざい,keizai,JLPT N4,Noun,ekonomi; bisnis
見物,けんぶつ,kenbutsu,JLPT N4,Noun,jalan-jalan; menonton
喧嘩,けんか,kenka,JLPT N4,Noun,pertengkaran; perkelahian
研究,けんきゅう,kenkyuu,JLPT N4,Noun,studi; penelitian
研究室,けんきゅうしつ,kenkyuushitsu,JLPT N4,Noun,laboratorium
消しゴム,けしゴム,keshigomu,JLPT N4,Noun,penghapus; karet India
景色,けしき,keshiki,JLPT N4,Noun,pemandangan; adegan
決して,けっして,kesshite,JLPT N4,Adverb,tidak pernah; sama sekali tidak
気,き,ki,JLPT N4,Noun,jiwa; pikiran
厳しい,きびしい,kibishii,JLPT N4,I-adjective,keras; ketat
気分,きぶん,kibun,JLPT N4,Noun,perasaan; suasana hati
機会,きかい,kikai,JLPT N4,Noun,kesempatan; peluang
危険,きけん,kiken,JLPT N4,Noun,bahaya; ancaman
君,きみ,kimi,JLPT N4,Pronoun,kamu; teman
気持ち,きもち,kimochi,JLPT N4,Noun,perasaan; sensasi
着物,きもの,kimono,JLPT N4,Noun,pakaian; baju
近所,きんじょ,kinjo,JLPT N4,Noun,lingkungan; lingkungan
絹,きぬ,kinu,JLPT N4,Noun,"sutra  きぬ: ichi1, berita1, nf12. 絹: ichi1, berita1, nf12."
季節,きせつ,kisetsu,JLPT N4,Noun,musim
汽車,きしゃ,kisha,JLPT N4,Noun,kereta api (kadang-kadang secara khusus kereta api uap)
規則,きそく,kisoku,JLPT N4,Noun,aturan; peraturan
屹度,きっと,kitto,JLPT N4,Adverb,Tentu saja; tidak diragukan lagi
子,こ,ko,JLPT N4,Noun,anak
心,こころ,kokoro,JLPT N4,Noun,pikiran; hati
国際,こくさい,kokusai,JLPT N4,Noun,internasional
細かい,こまかい,komakai,JLPT N4,I-adjective,kecil
今度,こんど,kondo,JLPT N4,Adverbial noun,kali ini; sekarang
この間,このあいだ,konoaida,JLPT N4,Temporal noun,beberapa hari yang lalu; akhir-akhir ini
この頃,このごろ,konogoro,JLPT N4,Adverbial noun,baru-baru ini; saat ini
コンピュータ,コンピュータ,konpyu-ta,JLPT N4,Noun,komputer
コンサート,コンサート,konsa-to,JLPT N4,Noun,konser
今夜,こんや,konya,JLPT N4,Adverbial noun,malam ini; malam ini
此れから,これから,korekara,JLPT N4,Temporal noun,setelah ini
故障,こしょう,koshou,JLPT N4,Noun,kerusakan; kegagalan
答え,こたえ,kotae,JLPT N4,Noun,jawaban; balasan
小鳥,ことり,kotori,JLPT N4,Noun,burung kecil; burung penyanyi
斯う,こう,kou,JLPT N4,Adverb,"dengan cara ini (digunakan untuk sesuatu atau seseorang yang dekat dengan pembicara, termasuk pembicara itu sendiri, atau untuk pendapat pembicara); demikian"
校長,こうちょう,kouchou,JLPT N4,Noun,kepala sekolah; kepala madrasah
講堂,こうどう,koudou,JLPT N4,Noun,"auditorium; ruang kuliah  こうどう: ichi1, news1, nf10. arti: ichi1, berita1, nf10."
郊外,こうがい,kougai,JLPT N4,Noun,pinggiran kota; daerah terpencil
講義,こうぎ,kougi,JLPT N4,Noun,kuliah
工業,こうぎょう,kougyou,JLPT N4,Noun,industri (manufaktur)
工場,こうじょう,koujou,JLPT N4,Noun,pabrik; tempat pengolahan
高校,こうこう,koukou,JLPT N4,Noun,sekolah menengah atas; sekolah menengah
高校生,こうこうせい,koukousei,JLPT N4,Noun,anak sma
公務員,こうむいん,koumuin,JLPT N4,Noun,pegawai pemerintah; pegawai negeri
高等学校,こうとうがっこう,koutougakkou,JLPT N4,Noun,sekolah menengah atas; sekolah menengah
交通,こうつう,koutsuu,JLPT N4,Noun,lalu lintas; transportasi
怖い,こわい,kowai,JLPT N4,I-adjective,menakutkan; mengerikan
首,くび,kubi,JLPT N4,Noun,leher
雲,くも,kumo,JLPT N4,Noun,awan
草,くさ,kusa,JLPT N4,Noun,rumput; gulma
空気,くうき,kuuki,JLPT N4,Noun,udara; atmosfer
空港,くうこう,kuukou,JLPT N4,Noun,bandara
客,きゃく,kyaku,JLPT N4,Noun,tamu; pengunjung
教育,きょういく,kyouiku,JLPT N4,Noun,pelatihan; pendidikan
教会,きょうかい,kyoukai,JLPT N4,Noun,gereja
興味,きょうみ,kyoumi,JLPT N4,Noun,minat (pada sesuatu); rasa ingin tahu (tentang sesuatu)
競争,きょうそう,kyousou,JLPT N4,Noun,kompetisi; kontes
急,きゅう,kyuu,JLPT N4,Na-adjective,mendesak; tiba-tiba
急行,きゅうこう,kyuukou,JLPT N4,Noun,bergerak dengan kecepatan tinggi
漫画,まんが,manga,JLPT N4,Noun,kartun; komik
真ん中,まんなか,mannaka,JLPT N4,Noun,tengah; pusat
又は,または,mataha,JLPT N4,Conjunction,atau sebaliknya
周り,まわり,mawari,JLPT N4,Noun,keliling; lingkar
珍しい,めずらしい,mezurashii,JLPT N4,I-adjective,tidak biasa; langka
港,みなと,minato,JLPT N4,Noun,pelabuhan; dermaga
味噌,みそ,miso,JLPT N4,Noun,miso; bumbu fermentasi yang biasanya terbuat dari kedelai
湖,みずうみ,mizuumi,JLPT N4,Noun,danau
木綿,もめん,momen,JLPT N4,Noun,katun (bahan)
森,もり,mori,JLPT N4,Noun,hutan
若し,もし,moshi,JLPT N4,Adverb,jika; dalam hal
もう直ぐ,もうすぐ,mousugu,JLPT N4,Expression,segera
昔,むかし,mukashi,JLPT N4,No-adjective,zaman dahulu; dahulu
無理,むり,muri,JLPT N4,Na-adjective,tidak masuk akal; tidak wajar
虫,むし,mushi,JLPT N4,Noun,serangga; kutu
息子,むすこ,musuko,JLPT N4,Noun,putra
娘,むすめ,musume,JLPT N4,Noun,putriku
成るべく,なるべく,narubeku,JLPT N4,Adverb,sebisa mungkin; di mana pun memungkinkan.
なる程,なるほど,naruhodo,JLPT N4,Expression,"Oh, begitu; Benar sekali!"
寝坊,ねぼう,nebou,JLPT N4,Noun,tidur larut; bangun kesiangan
値段,ねだん,nedan,JLPT N4,Noun,harga; biaya
眠い,ねむい,nemui,JLPT N4,I-adjective,mengantuk; lesu
熱,ねつ,netsu,JLPT N4,Noun,panas
苦い,にがい,nigai,JLPT N4,I-adjective,pahit
二階建て,にかいだて,nikaidate,JLPT N4,Noun,bangunan dua lantai
日記,にっき,nikki,JLPT N4,Noun,buku harian; jurnal
人形,にんぎょう,ningyou,JLPT N4,Noun,boneka; wayang
乗り物,のりもの,norimono,JLPT N4,Noun,kendaraan; alat angkut
入学,にゅうがく,nyuugaku,JLPT N4,Noun,Pendaftaran masuk sekolah atau universitas; matrikulasi
入院,にゅういん,nyuuin,JLPT N4,Noun,rawat inap; perawatan di rumah sakit
オートバイ,オートバイ,o-tobai,JLPT N4,Noun,sepeda motor
踊り,おどり,odori,JLPT N4,Noun,menari
お祝い,おいわい,oiwai,JLPT N4,Noun,ucapan selamat; ucapan selamat
お嬢さん,おじょうさん,ojousan,JLPT N4,Noun,anak perempuan
お蔭,おかげ,okage,JLPT N4,Noun,rahmat (Tuhan); kemurahan hati (Buddha)
可笑しい,おかしい,okashii,JLPT N4,I-adjective,lucu; menghibur
億,おく,oku,JLPT N4,Numeric,10^8; 100.000.000
屋上,おくじょう,okujou,JLPT N4,Noun,atap
お祭り,おまつり,omatsuri,JLPT N4,Noun,festival; pesta
お見舞い,おみまい,omimai,JLPT N4,Noun,mengunjungi seseorang yang sakit; pertanyaan
お土産,おみやげ,omiyage,JLPT N4,Noun,hadiah; suvenir
玩具,おもちゃ,omocha,JLPT N4,Noun,mainan; benda mainan
表,おもて,omote,JLPT N4,Noun,permukaan
お礼,おれい,orei,JLPT N4,Noun,terima kasih; rasa syukur
押し入れ,おしいれ,oshiire,JLPT N4,Noun,lemari
お宅,おたく,otaku,JLPT N4,Noun,rumahmu; tempat tinggalmu
音,おと,oto,JLPT N4,Noun,suara; kebisingan
お釣り,おつり,otsuri,JLPT N4,Noun,kembalian (yaitu uang); saldo
夫,おっと,otto,JLPT N4,Noun,suami
終わり,おわり,owari,JLPT N4,Noun,akhir
親,おや,oya,JLPT N4,Noun,orang tua; orang tua
泳ぎ方,およぎかた,oyogikata,JLPT N4,Noun,cara berenang
パート,パート,pa-to,JLPT N4,Noun,bagian
パソコン,パソコン,pasokon,JLPT N4,Noun,komputer pribadi
ピアノ,ピアノ,piano,JLPT N4,Noun,piano
プレゼント,プレゼント,purezento,JLPT N4,Noun,hadiah; pemberian
冷房,れいぼう,reibou,JLPT N4,Noun,pendingin; pendingin udara
レジ,レジ,reji,JLPT N4,Noun,(kasir
歴史,れきし,rekishi,JLPT N4,Noun,sejarah
連絡,れんらく,renraku,JLPT N4,Adverb,untuk menghubungi; untuk berjumpa
レポート,レポート,repo-to,JLPT N4,Noun,laporan; makalah
利用,りよう,riyou,JLPT N4,Noun,penggunaan; pemanfaatan
理由,りゆう,riyuu,JLPT N4,Noun,alasan; dalih
留守,るす,rusu,JLPT N4,Noun,ketidakhadiran; sedang berada jauh dari rumah
旅館,りょかん,ryokan,JLPT N4,Noun,"Ryokan; penginapan bergaya Jepang, biasanya dikelola secara profesional."
両方,りょうほう,ryouhou,JLPT N4,Noun,keduanya; kedua belah pihak
寂しい,さびしい,sabishii,JLPT N4,I-adjective,kesepian; sunyi
最後,さいご,saigo,JLPT N4,Noun,terakhir; akhir
最近,さいきん,saikin,JLPT N4,No-adjective,terbaru; akhir-akhir ini
最初,さいしょ,saisho,JLPT N4,No-adjective,awal; permulaan
坂,さか,saka,JLPT N4,Noun,lereng; bukit
盛ん,さかん,sakan,JLPT N4,Na-adjective,populer
さっき,さっき,sakki,JLPT N4,Adverbial noun,beberapa waktu lalu; barusan
サンダル,サンダル,sandaru,JLPT N4,Noun,sandal  サンダル: gai1.
サンドイッチ,サンドイッチ,sandoicchi,JLPT N4,Noun,sandwich
産業,さんぎょう,sangyou,JLPT N4,Noun,industri
サラダ,サラダ,sarada,JLPT N4,Noun,salad
再来月,さらいげつ,saraigetsu,JLPT N4,Adverbial noun,bulan setelah bulan berikutnya
再来週,さらいしゅう,saraishuu,JLPT N4,Adverbial noun,minggu depan
政治,せいじ,seiji,JLPT N4,Noun,politik; pemerintahan
生活,せいかつ,seikatsu,JLPT N4,Noun,kehidupan; hidup (kehidupan sehari-hari)
生産,せいさん,seisan,JLPT N4,Noun,produksi; manufaktur
西洋,せいよう,seiyou,JLPT N4,Noun,Barat; negara-negara Barat
世界,せかい,sekai,JLPT N4,Noun,dunia; masyarakat
席,せき,seki,JLPT N4,Noun,kursi
線,せん,sen,JLPT N4,Noun,garis; garis-garis
背中,せなか,senaka,JLPT N4,Noun,punggung (tubuh)
先輩,せんぱい,senpai,JLPT N4,Noun,senior (di tempat kerja atau sekolah); atasan
戦争,せんそう,sensou,JLPT N4,Noun,perang
説明,せつめい,setsumei,JLPT N4,Noun,penjelasan; uraian
社長,しゃちょう,shachou,JLPT N4,Noun,Presiden perusahaan; manajer
社会,しゃかい,shakai,JLPT N4,Noun,masyarakat; publik
市,し,shi,JLPT N4,Noun,kota
試合,しあい,shiai,JLPT N4,Noun,pertandingan; permainan
暫く,しばらく,shibaraku,JLPT N4,Adverb,sebentar; waktu singkat
仕方,しかた,shikata,JLPT N4,Noun,cara; metode
試験,しけん,shiken,JLPT N4,Noun,pemeriksaan; tes
確り,しっかり,shikkari,JLPT N4,Adverb,erat (memegang); kuat
島,しま,shima,JLPT N4,Noun,pulau
市民,しみん,shimin,JLPT N4,Noun,warga negara; masyarakat
品物,しなもの,shinamono,JLPT N4,Noun,barang; artikel
新聞社,しんぶんしゃ,shinbunsha,JLPT N4,Noun,perusahaan surat kabar
親切,しんせつ,shinsetsu,JLPT N4,Na-adjective,kebaikan; kelembutan
失敗,しっぱい,shippai,JLPT N4,Noun,kegagalan; kesalahan
下着,したぎ,shitagi,JLPT N4,Noun,pakaian dalam
食料品,しょくりょうひん,shokuryouhin,JLPT N4,Noun,bahan makanan; bahan kebutuhan sehari-hari
小学校,しょうがっこう,shougakkou,JLPT N4,Noun,sekolah dasar; sekolah SD
紹介,しょうかい,shoukai,JLPT N4,Noun,pengantar; presentasi
将来,しょうらい,shourai,JLPT N4,Adverbial noun,masa depan (biasanya dekat); prospek
小説,しょうせつ,shousetsu,JLPT N4,Noun,novel; cerita (pendek)
趣味,しゅみ,shumi,JLPT N4,Noun,hobi; kegiatan waktu luang
習慣,しゅうかん,shuukan,JLPT N4,Noun,kebiasaan
祖母,そぼ,sobo,JLPT N4,Noun,nenek
祖父,そふ,sofu,JLPT N4,Noun,kakek
ソフト,ソフト,sofuto,JLPT N4,Na-adjective,lembut
そんな,そんな,sonna,JLPT N4,Pre-noun adjectival,"seperti itu (tentang tindakan pendengar, atau tentang ide-ide yang diungkapkan atau dipahami oleh pendengar); seperti itu"
そんなに,そんなに,sonnani,JLPT N4,Expression,begitu banyak; begitu
其れで,それで,sorede,JLPT N4,Conjunction,dan; oleh karena itu
それ程,それほど,sorehodo,JLPT N4,Adverb,sampai tingkat itu; sejauh itu
其れに,それに,soreni,JLPT N4,Conjunction,selain itu; sebagai tambahan
そろそろ,そろそろ,sorosoro,JLPT N4,Adverb,perlahan; diam-diam
卒業,そつぎょう,sotsugyou,JLPT N4,Noun,"kelulusan; penyelesaian (misalnya, suatu kursus)"
そう,そう,sou,JLPT N4,Adverb,jadi; sungguh
スーツ,スーツ,su-tsu,JLPT N4,Noun,"setelan  スーツ: gai1, ichi1."
スーツケース,スーツケース,su-tsuke-su,JLPT N4,Noun,koper
凄い,すごい,sugoi,JLPT N4,I-adjective,mengerikan; menakutkan
水道,すいどう,suidou,JLPT N4,Noun,layanan air; pasokan air
水泳,すいえい,suiei,JLPT N4,Noun,renang
すっかり,すっかり,sukkari,JLPT N4,Adverb,semua; sepenuhnya
スクリーン,スクリーン,sukuri-n,JLPT N4,Noun,layar
隅,すみ,sumi,JLPT N4,Noun,sudut; ceruk
砂,すな,suna,JLPT N4,Noun,pasir; kerikil
掏摸,すり,suri,JLPT N4,Noun,pencopet
すると,すると,suruto,JLPT N4,Conjunction,kemudian; selanjutnya
ステーキ,ステーキ,sute-ki,JLPT N4,Noun,steak  ステーキ: gai1.
ステレオ,ステレオ,sutereo,JLPT N4,Noun,"stereo  ステレオ: gai1, ichi1."
すっと,すっと,sutto,JLPT N4,Adverb,langsung; cepat
数学,すうがく,suugaku,JLPT N4,Noun,matematika; aritmatika
正しい,ただしい,tadashii,JLPT N4,I-adjective,benar; tepat
台風,たいふう,taifuu,JLPT N4,Noun,topan; badai
退院,たいいん,taiin,JLPT N4,Noun,meninggalkan rumah sakit; keluar dari rumah sakit
タイプ,タイプ,taipu,JLPT N4,Noun,tipe; macam
大抵,たいてい,taitei,JLPT N4,Na-adjective,sebagian besar; biasanya
偶に,たまに,tamani,JLPT N4,Adverb,kadang-kadang; sesekali
為,ため,tame,JLPT N4,Noun,baik; keuntungan
棚,たな,tana,JLPT N4,Noun,rak; rak-rak
楽しみ,たのしみ,tanoshimi,JLPT N4,Na-adjective,kenikmatan; kesenangan
確か,たしか,tashika,JLPT N4,Na-adjective,yakin; pasti
畳,たたみ,tatami,JLPT N4,Noun,tikar tatami; penutup lantai jerami Jepang
例えば,たとえば,tatoeba,JLPT N4,Adverb,misalnya; contohnya
手袋,てぶくろ,tebukuro,JLPT N4,Noun,sarung tangan; mitten
丁寧,ていねい,teinei,JLPT N4,Na-adjective,sopan; ramah
テキスト,テキスト,tekisuto,JLPT N4,Noun,teks
適当,てきとう,tekitou,JLPT N4,Na-adjective,sesuai; pantas
点,てん,ten,JLPT N4,Noun,titik; tanda
店員,てんいん,tenin,JLPT N4,Noun,asisten toko; karyawan
テニス,テニス,tenisu,JLPT N4,Noun,"tenis  テニス: gai1, ichi1."
天気予報,てんきよほう,tenkiyohou,JLPT N4,Noun,prakiraan cuaca; laporan cuaca
展覧会,てんらんかい,tenrankai,JLPT N4,Noun,pameran
寺,てら,tera,JLPT N4,Noun,kuil (Buddha)
都,と,to,JLPT N4,Noun,metropolitan; kotamadya
途中,とちゅう,tochuu,JLPT N4,Adverbial noun,dalam perjalanan; dalam perjalanan
特急,とっきゅう,tokkyuu,JLPT N4,Noun,"kereta ekspres terbatas (kereta api, lebih cepat dari kereta ekspres)"
床屋,とこや,tokoya,JLPT N4,Noun,tukang cukur; tukang cukur
特別,とくべつ,tokubetsu,JLPT N4,Na-adjective,spesial
特に,とくに,tokuni,JLPT N4,Adverb,khususnya; terutama
遠く,とおく,tooku,JLPT N4,No-adjective,jauh; terpencil
到頭,とうとう,toutou,JLPT N4,Adverb,akhirnya; pada akhirnya
都合,つごう,tsugou,JLPT N4,Adverb,keadaan; kondisi
妻,つま,tsuma,JLPT N4,Noun,istri
端,つま,tsuma,JLPT N4,Noun,tepi; ujung
積もり,つもり,tsumori,JLPT N4,Noun,niat; rencana
内,うち,uchi,JLPT N4,Noun,di dalam; di dalam
腕,うで,ude,JLPT N4,Noun,lengan
受付,うけつけ,uketsuke,JLPT N4,Noun,resepsionis (meja resepsionis); meja informasi
うん,うん,un,JLPT N4,Expression,ya; yeah
運転手,うんてんしゅ,untenshu,JLPT N4,Noun,pengemudi; sopir
裏,うら,ura,JLPT N4,Noun,bagian bawah (atau sisi lain yang tersembunyi dari pandangan); permukaan bawah
売り場,うりば,uriba,JLPT N4,Noun,tempat penjualan barang; titik penjualan
美しい,うつくしい,utsukushii,JLPT N4,I-adjective,cantik; indah
ワープロ,ワープロ,wa-puro,JLPT N4,Noun,pengolah kata
訳,わけ,wake,JLPT N4,Noun,"Kesimpulan dari penalaran, penilaian, atau perhitungan berdasarkan sesuatu yang dibaca atau didengar; alasan"
割合,わりあい,wariai,JLPT N4,Adverb,tingkat; rasio
忘れ物,わすれもの,wasuremono,JLPT N4,Noun,barang hilang; sesuatu yang terlupakan
約束,やくそく,yakusoku,JLPT N4,Noun,janji; kesepakatan
優しい,やさしい,yasashii,JLPT N4,I-adjective,lembut; baik hati
やっと,やっと,yatto,JLPT N4,Adverb,akhirnya; pada akhirnya
柔らかい,やわらかい,yawarakai,JLPT N4,I-adjective,lembut; lunak
予習,よしゅう,yoshuu,JLPT N4,Noun,persiapan untuk sebuah pelajaran
予定,よてい,yotei,JLPT N4,Noun,rencana; pengaturan
用,よう,you,JLPT N4,Noun,tugas; bisnis
用意,ようい,youi,JLPT N4,Noun,persiapan; pengaturan
用事,ようじ,youji,JLPT N4,Noun,tugas; hal-hal yang harus dilakukan
予約,よやく,yoyaku,JLPT N4,Noun,reservasi; janji temu
湯,ゆ,yu,JLPT N4,Noun,air panas
指,ゆび,yubi,JLPT N4,Noun,jari tangan; jari kaki
指輪,ゆびわ,yubiwa,JLPT N4,Noun,cincin (jari)
夢,ゆめ,yume,JLPT N4,Noun,mimpi
残念,ざんねん,zannen,JLPT N4,Na-adjective,menyedihkan; nasib buruk
危ない,あぶない,abunai,JLPT N5,I-adjective,berbahaya; berisiko
彼方,あちら,achira,JLPT N5,Pronoun,ke arah sana (arah yang jauh dari pembicara dan pendengar); di sana
赤,あか,aka,JLPT N5,Noun,merah; merah tua
赤い,あかい,akai,JLPT N5,I-adjective,merah
明るい,あかるい,akarui,JLPT N5,I-adjective,cerah; berwarna-warni
秋,あき,aki,JLPT N5,Temporal noun,musim gugur; musim gugur
甘い,あまい,amai,JLPT N5,I-adjective,rasanya manis; manis
余り,あまり,amari,JLPT N5,Na-adjective,sisa; bagian yang tersisa
雨,あめ,ame,JLPT N5,Noun,hujan
飴,あめ,ame,JLPT N5,Noun,permen (keras); toffee
貴方,あなた,anata,JLPT N5,Pronoun,Anda (merujuk pada seseorang yang berstatus sama atau lebih rendah)
姉,あね,ane,JLPT N5,Noun,kakak perempuan; saudari yang lebih tua
兄,あに,ani,JLPT N5,Noun,kakak laki-laki; kakak laki-laki
あのう,あのう,anou,JLPT N5,Expression,katakanlah; baiklah
青,あお,ao,JLPT N5,Noun,biru
青い,あおい,aoi,JLPT N5,I-adjective,biru; hijau
アパート,アパート,apa-to,JLPT N5,Noun,gedung apartemen; blok apartemen
彼,あれ,are,JLPT N5,Noun,"itu (menunjukkan sesuatu yang jauh dari pembicara dan pendengar (dalam ruang, waktu, atau secara psikologis), atau sesuatu yang dipahami tanpa menyebutkannya secara langsung)"
有る,ある,aru,JLPT N5,Expression,untuk ada (biasanya untuk benda mati); untuk eksis
朝,あさ,asa,JLPT N5,Adverbial noun,Pagi
朝ご飯,あさごはん,asagohan,JLPT N5,Noun,sarapan
明後日,あさって,asatte,JLPT N5,Adverbial noun,besok lusa
足,あし,ashi,JLPT N5,Noun,kaki
明日,あした,ashita,JLPT N5,Temporal noun,besok
彼処,あそこ,asoko,JLPT N5,Pronoun,di sana (tempat yang secara fisik jauh dari pembicara dan pendengar); di sana
頭,あたま,atama,JLPT N5,Noun,kepala
新しい,あたらしい,atarashii,JLPT N5,I-adjective,baru; novel
暖かい,あたたかい,atatakai,JLPT N5,I-adjective,hangat; lembut
後,あと,ato,JLPT N5,Noun,di belakang; bagian belakang
厚い,あつい,atsui,JLPT N5,I-adjective,tebal; dalam
暑い,あつい,atsui,JLPT N5,I-adjective,"panas (cuaca, dll.); hangat"
熱い,あつい,atsui,JLPT N5,I-adjective,panas (benda)
晩,ばん,ban,JLPT N5,Adverbial noun,malam
晩御飯,ばんごはん,bangohan,JLPT N5,Noun,makan malam; santapan malam
番号,ばんごう,bangou,JLPT N5,Noun,angka; rangkaian digit
バス,バス,basu,JLPT N5,Noun,bis
バター,バター,bata-,JLPT N5,Noun,mentega
ベッド,ベッド,beddo,JLPT N5,Noun,tempat tidur
勉強,べんきょう,benkyou,JLPT N5,Noun,belajar
便利,べんり,benri,JLPT N5,Na-adjective,praktis; mudah digunakan
ボールペン,ボールペン,bo-rupen,JLPT N5,Noun,pulpen
ボタン,ボタン,botan,JLPT N5,Noun,tombol
帽子,ぼうし,boushi,JLPT N5,Noun,topi; penutup kepala
文章,ぶんしょう,bunshou,JLPT N5,Noun,kalimat; artikel
豚肉,ぶたにく,butaniku,JLPT N5,Noun,babi
病院,びょういん,byouin,JLPT N5,Noun,RSUD
病気,びょうき,byouki,JLPT N5,Noun,penyakit; gangguan kesehatan
茶色,ちゃいろ,chairo,JLPT N5,Noun,cokelat muda; kekuningan
茶碗,ちゃわん,chawan,JLPT N5,Noun,mangkuk nasi; cangkir teh
小さい,ちいさい,chiisai,JLPT N5,I-adjective,kecil; mungil
小さな,ちいさな,chiisana,JLPT N5,Pre-noun adjectival,kecil; mungil
近い,ちかい,chikai,JLPT N5,I-adjective,dekat; berdekatan
近く,ちかく,chikaku,JLPT N5,Noun,dekat; lingkungan sekitar
地下鉄,ちかてつ,chikatetsu,JLPT N5,Noun,kereta bawah tanah; kereta bawah tanah
地図,ちず,chizu,JLPT N5,Noun,peta
一寸,ちょっと,chotto,JLPT N5,Adverb,sebentar saja; waktu singkat
丁度,ちょうど,choudo,JLPT N5,Adverb,persis; tepat
台所,だいどころ,daidokoro,JLPT N5,Noun,dapur
大学,だいがく,daigaku,JLPT N5,Noun,"lembaga pendidikan pasca-sekolah menengah, termasuk universitas, perguruan tinggi, dll."
大丈夫,だいじょうぶ,daijoubu,JLPT N5,Na-adjective,aman; baik-baik saja
大好き,だいすき,daisuki,JLPT N5,Na-adjective,menyenangkan; sangat disukai
段々,だんだん,dandan,JLPT N5,Adverb,secara bertahap; sedikit demi sedikit
誰,だれ,dare,JLPT N5,Pronoun,WHO
誰か,だれか,dareka,JLPT N5,Pronoun,seseorang; seseorang
出口,でぐち,deguchi,JLPT N5,Noun,keluar; gerbang
では,では,deha,JLPT N5,Conjunction,lalu; baiklah
でも,でも,demo,JLPT N5,Conjunction,tetapi; bagaimanapun
電気,でんき,denki,JLPT N5,Noun,listrik
電車,でんしゃ,densha,JLPT N5,Noun,kereta api; kereta listrik
電話,でんわ,denwa,JLPT N5,Noun,panggilan telepon; panggilan telepon
デパート,デパート,depa-to,JLPT N5,Noun,toko serba ada
ドア,ドア,doa,JLPT N5,Noun,pintu (gaya Barat)
何方,どちら,dochira,JLPT N5,Pronoun,ke arah mana; arah mana
何処,どこ,doko,JLPT N5,Pronoun,di mana; tempat apa
何の,どの,dono,JLPT N5,Pre-noun adjectival,yang mana; apa (cara)
